Share Capital,Reserves,Borrowings,Other Liabilities,Total Liabilities,Fixed Assets,CWIP,Investments,Other Assets,Total Assets,year_start,Company,Expenses,Other Income,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Dividend Payout %,year_start,Price_start,Price_end,year_end,POSC,PE,ROSC,PayPrice,DAMT,DIVY,change
444.0,12889.0,24343.0,8318.0,45993.0,13158.0,5801.0,8890.0,18145.0,45993.0,Mar 2013,JPASSOCIAT,9943.0,188.0,2104.0,726.0,751.0,33.0,501.0,2.26,22.0,Mar 2014,36.29999923706055,46.5,Mar 2014,1.1283783783783783,16.06194656507104,29.02927927927928,60.60606187985553,49.72,1.369696998484735,1.2809917624605829
373.0,9074.0,71439.0,2807.0,83694.0,464.0,0.0,28873.0,54356.0,83694.0,Mar 2013,KOTAKBANK,2262.0,1161.0,4837.0,133.0,1972.0,31.0,1361.0,9.11,4.0,Mar 2014,312.1204528808594,516.9561767578125,Mar 2014,3.648793565683646,34.26130108461684,24.327077747989275,1.2815565154670765,36.44,0.11674979855905067,1.6562713913373108
123.0,29020.0,8834.0,34447.0,72424.0,8305.0,597.0,16103.0,47419.0,72424.0,Mar 2013,LT,45964.0,2668.0,1056.0,728.0,6458.0,24.0,4911.0,35.46,23.0,Mar 2014,423.8777160644531,897.8232421875,Mar 2014,39.926829268292686,11.953686296233872,235.9349593495935,5.4260932170594955,815.58,1.9240926547692974,2.118118523718243
90.0,4757.0,669.0,1530.0,7046.0,2014.0,240.0,688.0,4104.0,7046.0,Mar 2013,LUPIN,5224.0,9.0,33.0,150.0,1724.0,27.0,1260.0,28.16,14.0,Mar 2014,783.2199096679688,1235.4378662109375,Mar 2014,14.0,27.813207019459117,52.855555555555554,1.7874928646713073,394.24,0.5033579906914402,1.5773831218548542
295.0,14364.0,3489.0,9306.0,27454.0,4958.0,863.0,11833.0,9799.0,27454.0,Mar 2013,M&M,35732.0,640.0,191.0,711.0,4447.0,25.0,3353.0,27.31,23.0,Mar 2014,358.9507751464844,659.6465454101562,Mar 2014,11.366101694915255,13.143565549120629,48.69152542372881,6.407563820029061,628.13,1.7499056792499366,1.837707538424902
151.0,18428.0,1389.0,6766.0,26734.0,9799.0,1941.0,7078.0,7916.0,26734.0,Mar 2013,MARUTI,39325.0,779.0,190.0,1861.0,2991.0,20.0,2392.0,79.19,10.0,Mar 2014,1207.270263671875,2597.121337890625,Mar 2014,15.841059602649006,15.245236313573368,122.03973509933775,0.8283149432990514,791.9,0.6559426035985187,2.1512344137356294
8245.0,72142.0,58146.0,22647.0,161180.0,62936.0,37109.0,10760.0,50375.0,161180.0,Mar 2013,NTPC,48090.0,4818.0,1933.0,3397.0,16579.0,24.0,12619.0,12.75,38.0,Mar 2014,74.28431701660156,82.42395782470703,Mar 2014,1.5305033353547604,5.826220942478554,8.749787750151606,51.154808344683985,484.5,6.522238063947208,1.1095741488245274
4278.0,120175.0,-0.0,54128.0,178581.0,27483.0,24891.0,9173.0,117033.0,178581.0,Mar 2013,ONGC,49024.0,5384.0,28.0,8374.0,30544.0,31.0,20926.0,16.31,39.0,Mar 2014,116.28217315673828,207.667724609375,Mar 2014,4.891538101916783,7.129501726348148,28.091397849462364,33.53910486986804,636.0899999999999,5.470228004275477,1.78589476763095
353.0,32323.0,431181.0,15090.0,478948.0,3358.0,0.0,129896.0,345694.0,478948.0,Mar 2013,PNB,12232.0,4223.0,27037.0,318.0,6522.0,27.0,4748.0,26.86,20.0,Mar 2014,84.0510025024414,184.9530334472656,Mar 2014,13.450424929178471,3.12922570746245,91.56657223796034,23.79507609016212,537.2,6.391357437817546,2.2004857519919923
4630.0,21610.0,68188.0,16706.0,111134.0,61401.0,34824.0,1148.0,13762.0,111134.0,Mar 2013,POWERGRID,2118.0,971.0,2535.0,3352.0,5645.0,25.0,4234.0,6.86,30.0,Mar 2014,54.09298324584961,72.41041564941406,Mar 2014,0.9144708423326134,7.8852745256340535,4.667386609071274,55.46005821799782,205.8,3.804559993754651,1.3386286225019748
3229.0,176766.0,72427.0,66089.0,318511.0,109748.0,19116.0,52509.0,137138.0,318511.0,Mar 2013,RELIANCE,328360.0,7950.0,3036.0,9465.0,26284.0,20.0,21003.0,30.49,14.0,Mar 2014,414.9282836914063,471.5647277832031,Mar 2014,6.504490554351192,13.608667880990696,54.74326416847321,3.3740770514482907,426.85999999999996,1.0287560929865838,1.1364969473469755
263.0,19973.0,11451.0,12523.0,44209.0,6877.0,473.0,13301.0,23559.0,44209.0,Mar 2013,RELINFRA,12498.0,1481.0,879.0,392.0,2143.0,7.0,2000.0,76.03,10.0,Mar 2014,321.8763427734375,640.5467529296875,Mar 2014,7.604562737642586,4.233543900742306,75.94296577946768,3.106783155865172,760.3,2.36208723340429,1.9900398625460831
684.0,98200.0,1371922.0,95405.0,1566211.0,6596.0,409.0,350878.0,1208329.0,1566211.0,Mar 2013,SBIN,39276.0,16037.0,75326.0,1140.0,19951.0,29.0,14105.0,20.62,20.0,Mar 2014,143.0253448486328,235.52780151367188,Mar 2014,20.621345029239766,6.936243688100524,143.5672514619883,13.983535590259534,412.40000000000003,2.883405038711516,1.646755697481007
104.0,7685.0,43.0,1414.0,9246.0,1136.0,348.0,4318.0,3445.0,9246.0,Mar 2013,SUNPHARMA,1919.0,236.0,0.0,86.0,663.0,22.0,517.0,2.49,50.0,Mar 2014,499.9707336425781,812.8580932617188,Mar 2014,4.971153846153846,200.79145929420807,73.89423076923077,10.00058536141123,124.50000000000001,0.24901457549913966,1.6258113496755577
638.0,18497.0,16799.0,16251.0,52185.0,15456.0,4753.0,19934.0,12042.0,52185.0,Mar 2013,TATAMOTORS,43057.0,1672.0,1388.0,1818.0,175.0,-73.0,302.0,1.06,211.0,Mar 2014,295.1382141113281,519.2677612304688,Mar 2014,0.47335423197492166,278.4322774635171,28.99216300940439,71.49192815824567,223.66000000000003,0.7578144384774043,1.7594053782361014
237.0,12024.0,10069.0,5763.0,28093.0,7775.0,715.0,11118.0,8485.0,28093.0,Mar 2013,TATAPOWER,7537.0,720.0,684.0,364.0,1703.0,40.0,1025.0,3.79,27.0,Mar 2014,58.56955337524414,71.64559936523438,Mar 2014,4.324894514767933,15.453708014576291,50.734177215189874,46.099036861380974,102.33,1.747153497046339,1.223256713368027
971.0,54238.0,27508.0,19159.0,101877.0,24875.0,8722.0,50419.0,17861.0,101877.0,Mar 2013,TATASTEEL,27073.0,228.0,1877.0,1640.0,7837.0,35.0,5063.0,44.94,15.0,Mar 2014,230.25466918945312,416.5763549804688,Mar 2014,5.214212152420186,5.123601895626461,55.857878475798145,6.5145258738088945,674.0999999999999,2.927627927689717,1.8091982952915084
296.0,32267.0,172.0,10052.0,42686.0,5104.0,1764.0,6324.0,29493.0,42686.0,Mar 2013,TCS,34120.0,2230.0,31.0,803.0,15703.0,19.0,12786.0,32.66,34.0,Mar 2014,870.3290405273438,1098.47802734375,Mar 2014,43.195945945945944,26.64816413127201,109.01013513513513,3.906568483501246,1110.4399999999998,1.2758852667115068,1.2621410710116805
274.0,14961.0,5409.0,6766.0,27409.0,13122.0,3505.0,5109.0,5672.0,27409.0,Mar 2013,ULTRACEMCO,14707.0,305.0,210.0,945.0,3825.0,31.0,2655.0,96.85,9.0,Mar 2014,1461.247314453125,2495.983642578125,Mar 2014,9.68978102189781,15.087736855478834,54.6021897810219,0.615912167022067,871.65,0.5965109337608718,1.708118549057695
493.0,23737.0,6095.0,10329.0,40654.0,3909.0,379.0,10904.0,25461.0,40654.0,Mar 2013,WIPRO,26293.0,1325.0,352.0,701.0,7205.0,22.0,5650.0,8.6,31.0,Mar 2014,170.29443359375,201.5883331298828,Mar 2014,11.460446247464503,19.801678324854652,48.148073022312374,18.203765881128444,266.59999999999997,1.565523865777046,1.1837634905365535
87.0,12937.0,4831.0,580.0,18435.0,1555.0,363.0,14694.0,1824.0,18435.0,Mar 2013,VEDL,2006.0,332.0,469.0,148.0,57.0,-112.0,121.0,1.39,7.0,Mar 2014,106.4451904296875,158.3166046142578,Mar 2014,1.3908045977011494,76.57927369042267,148.70114942528735,6.576154330452214,9.729999999999999,0.09140854519328576,1.4873063214522035
96.0,3505.0,48.0,3071.0,6720.0,2012.0,38.0,1671.0,2999.0,6720.0,Mar 2014,ASIANPAINT,8216.0,225.0,29.0,212.0,1703.0,31.0,1169.0,12.19,43.0,Mar 2015,599.2505493164062,823.501708984375,Mar 2015,12.177083333333334,49.159191904545224,36.510416666666664,7.175629634224308,524.17,0.8747092524119431,1.374219364377359
470.0,37751.0,331236.0,13789.0,383245.0,2311.0,100.0,113548.0,267286.0,383245.0,Mar 2014,AXISBANK,9644.0,7405.0,18690.0,364.0,9349.0,33.0,6218.0,26.47,15.0,Mar 2015,394.0741882324219,497.9256286621094,Mar 2015,13.229787234042552,14.887577946068072,80.32127659574468,3.8063898747799025,397.04999999999995,1.00755139985424,1.2635327142219137
289.0,9319.0,59.0,5080.0,14748.0,2006.0,144.0,8550.0,4048.0,14748.0,Mar 2014,BAJAJ-AUTO,15974.0,699.0,0.0,180.0,4632.0,30.0,3243.0,112.08,45.0,Mar 2015,1880.3223876953125,1933.726806640625,Mar 2015,11.221453287197232,16.776609454811855,32.24567474048443,2.3932066274632797,5043.6,2.6823059880608437,1.0284017354123882
431.0,35555.0,605707.0,17811.0,659505.0,2734.0,0.0,116113.0,540658.0,659505.0,Mar 2014,BANKBARODA,10586.0,4463.0,26974.0,345.0,5497.0,17.0,4541.0,21.15,20.0,Mar 2015,172.5819549560547,183.8692169189453,Mar 2015,10.535962877030162,8.15990330761488,82.49419953596288,11.588697094718095,423.0,2.451009435532877,1.0654023299583364
1999.0,64729.0,10365.0,21111.0,98204.0,39878.0,1244.0,34524.0,22558.0,98204.0,Mar 2014,BHARTIARTL,33620.0,646.0,1336.0,7231.0,8377.0,21.0,6600.0,12.01,11.0,Mar 2015,332.7701721191406,322.7570495605469,Mar 2015,3.301650825412706,27.707757878363083,32.38069034517259,3.305584731332743,132.10999999999999,0.3970007262330624,0.9699097954157718
490.0,32558.0,2722.0,37108.0,72878.0,4693.0,642.0,420.0,67123.0,72878.0,Mar 2014,BHEL,34581.0,1610.0,133.0,983.0,5014.0,31.0,3461.0,9.43,20.0,Mar 2015,142.83294677734375,141.75753784179688,Mar 2015,7.063265306122449,15.146653953058722,66.44489795918368,14.002371617507238,188.6,1.3204236435309324,0.9924708622218423
723.0,18736.0,20322.0,32347.0,72127.0,19040.0,3065.0,11847.0,38176.0,72127.0,Mar 2014,BPCL,251932.0,1412.0,1359.0,2247.0,5949.0,32.0,4061.0,18.72,30.0,Mar 2015,147.20303344726562,189.1079559326172,Mar 2015,5.616874135546334,7.863409906371028,25.914246196403873,20.380014798232587,561.5999999999999,3.8151387702291397,1.2846743134567515
1908.0,36871.0,0.0,5429.0,44207.0,3022.0,2791.0,29574.0,8819.0,44207.0,Mar 2014,CAIRN,2866.0,1902.0,6.0,1182.0,7775.0,4.0,7454.0,39.08,32.0,Mar 2015,326.25,145.6,,3.906708595387841,8.348259979529171,19.32442348008386,9.808429118773946,1250.56,3.833134099616858,0.4462835249042145
161.0,9931.0,877.0,1955.0,12924.0,3524.0,377.0,3587.0,5436.0,12924.0,Mar 2014,CIPLA,7460.0,273.0,128.0,324.0,1818.0,24.0,1388.0,17.29,12.0,Mar 2015,514.2691040039062,643.0916748046875,Mar 2015,8.621118012422361,29.743730711619797,61.683229813664596,2.333408697231178,207.48,0.40344636375127063,1.2504964225885185
6316.0,10129.0,0.0,7043.0,23489.0,96.0,204.0,9649.0,13540.0,23489.0,Mar 2014,COALINDIA,719.0,16087.0,259.0,6.0,15420.0,3.0,15009.0,23.76,122.0,Mar 2015,198.46578979492188,205.03343200683597,Mar 2015,2.3763457884737176,8.352937280931055,1.6037048765041166,61.47155140745652,2898.7200000000003,14.605640614411671,1.0330920619553654
356.0,16287.0,13900.0,7055.0,37598.0,1604.0,1805.0,7461.0,26728.0,37598.0,Mar 2014,DLF,1151.0,1037.0,1667.0,78.0,527.0,0.0,527.0,2.96,68.0,Mar 2015,165.85183715820312,107.88818359375,Mar 2015,1.4803370786516854,56.031026066960514,45.75,41.00045026039477,201.28,1.213613327707685,0.6505094272235126
85.0,9244.0,2666.0,2513.0,14508.0,2748.0,576.0,2806.0,8377.0,14508.0,Mar 2014,DRREDDY,6950.0,135.0,78.0,380.0,2454.0,21.0,1933.0,113.62,16.0,Mar 2015,2802.84521484375,3958.97900390625,Mar 2015,22.741176470588236,24.668590167609135,108.75294117647059,0.5708485047716754,1817.92,0.6485980711215776,1.4124857780014624
1268.0,25804.0,10268.0,12494.0,49834.0,20639.0,9728.0,4289.0,15179.0,49834.0,Mar 2014,GAIL,50664.0,1249.0,366.0,1171.0,6402.0,32.0,4375.0,9.7,30.0,Mar 2015,103.99230194091795,66.03213500976562,Mar 2015,3.4503154574132493,10.720855870197727,20.350157728706623,28.848289190717367,291.0,2.7982840514995844,0.6349713755474038
92.0,10736.0,1302.0,1748.0,13878.0,3548.0,1807.0,5604.0,2919.0,13878.0,Mar 2014,GRASIM,4706.0,385.0,42.0,220.0,985.0,9.0,896.0,19.52,22.0,Mar 2015,516.3992309570312,512.7135009765625,Mar 2015,9.73913043478261,26.454878635093813,116.69565217391305,4.2602697062944666,429.44,0.83160464666868,0.9928626346448308
312.0,27643.0,183973.0,13504.0,225432.0,280.0,0.0,13913.0,211239.0,225432.0,Mar 2014,HDFC,696.0,55.0,16029.0,32.0,7440.0,27.0,5440.0,34.86,40.0,Mar 2015,739.4581909179688,753.2379150390625,Mar 2015,17.435897435897434,21.2122257865166,88.59935897435898,5.409366004904714,1394.4,1.8857049893097835,1.0186348928044024
480.0,42999.0,406776.0,41344.0,491600.0,2940.0,0.0,120951.0,367709.0,491600.0,Mar 2014,HDFCBANK,12959.0,7920.0,22653.0,672.0,12772.0,34.0,8478.0,17.67,19.0,Mar 2015,403.54681396484375,496.8424987792969,Mar 2015,17.6625,22.837963438870613,89.58125,4.708251767205191,335.73,0.8319480872651572,1.2311892488948777
40.0,5560.0,284.0,4213.0,10097.0,2243.0,854.0,4089.0,2911.0,10097.0,Mar 2014,HEROMOTOCO,21721.0,432.0,12.0,1107.0,2867.0,26.0,2109.0,105.62,62.0,Mar 2015,2245.140380859375,1976.3648681640625,Mar 2015,52.725,21.256773157161284,139.0,2.7615199712486658,6548.4400000000005,2.916717393632841,0.880285653856338
206.0,36526.0,27020.0,10018.0,73770.0,18055.0,17277.0,21907.0,16531.0,73770.0,Mar 2014,HINDALCO,25372.0,741.0,712.0,823.0,1685.0,16.0,1413.0,6.85,15.0,Mar 2015,166.79623413085938,77.77811431884766,Mar 2015,6.859223300970874,24.34981520158531,177.3106796116505,8.9930087919322,102.75,0.6160211022473556,0.46630617725953644
216.0,3061.0,0.0,9721.0,12998.0,2422.0,320.0,3094.0,7162.0,12998.0,Mar 2014,HINDUNILVR,23532.0,837.0,36.0,261.0,5028.0,23.0,3867.0,17.88,73.0,Mar 2015,657.7962646484375,773.5145263671875,Mar 2015,17.90277777777778,36.789500259979725,14.171296296296296,11.097661072766233,1305.24,1.9842617998106025,1.1759180888334722
1155.0,72052.0,486673.0,34762.0,594642.0,4678.0,0.0,177022.0,412942.0,594642.0,Mar 2014,ICICIBANK,12364.0,10428.0,27703.0,576.0,13963.0,30.0,9810.0,15.44,27.0,Mar 2015,271.3267822265625,244.94505310058597,Mar 2015,8.493506493506494,17.572978123482027,62.382683982683986,9.951100211498671,416.88,1.5364498726553948,0.9027676924869609
1516.0,13193.0,55672.0,3384.0,73764.0,278.0,1.0,11199.0,62287.0,73764.0,Mar 2014,IDFC,842.0,12.0,5007.0,24.0,2358.0,28.0,1701.0,11.22,23.0,Mar 2015,61.558860778808594,57.64731597900391,Mar 2015,1.1220316622691293,5.486529481177236,8.702506596306069,37.36261475442649,258.06,4.192085375446652,0.936458460239225
286.0,41806.0,0.0,10620.0,52712.0,5732.0,954.0,6717.0,39309.0,52712.0,Mar 2014,INFY,31808.0,2576.0,6.0,1101.0,14002.0,27.0,10194.0,22.3,35.0,Mar 2015,372.7765808105469,470.8208312988281,Mar 2015,35.64335664335665,16.716438601369813,146.17482517482517,9.38900183157905,780.5,2.093747408442128,1.2630107564029336
795.0,25467.0,67.0,12901.0,39229.0,12013.0,2296.0,8823.0,16097.0,39229.0,Mar 2014,ITC,20740.0,1094.0,24.0,900.0,12659.0,31.0,8785.0,7.36,54.0,Mar 2015,190.9327850341797,181.6691436767578,Mar 2015,11.050314465408805,25.94195448833963,32.033962264150944,28.28220412242624,397.44,2.0815702234105715,0.9514821859652676
91.0,12973.0,24369.0,5774.0,43208.0,18259.0,11663.0,1351.0,11935.0,43208.0,Mar 2014,JINDALSTEL,9844.0,379.0,1540.0,1221.0,1601.0,19.0,1292.0,14.12,11.0,Mar 2015,248.0,67.5999984741211,Mar 2015,14.197802197802197,17.56373937677054,142.56043956043956,4.435483870967742,155.32,0.6262903225806451,0.2725806390085528
444.0,13253.0,28164.0,6991.0,48852.0,14862.0,4981.0,10369.0,18640.0,48852.0,Mar 2014,JPASSOCIAT,9737.0,597.0,2863.0,774.0,340.0,-22.0,414.0,1.87,0.0,Mar 2015,48.150001525878906,9.75,Mar 2015,0.9324324324324325,25.748663917582302,29.8490990990991,0.0,0.0,0.0,0.20249220542100552
385.0,11890.0,71968.0,3342.0,87585.0,1107.0,0.0,25485.0,60994.0,87585.0,Mar 2014,KOTAKBANK,2682.0,1400.0,5047.0,165.0,2272.0,34.0,1503.0,9.75,4.0,Mar 2015,522.1378173828125,645.628662109375,Mar 2015,3.9038961038961038,53.55259665464744,30.883116883116884,0.766081265679966,39.0,0.0746929234037967,1.2365100565700329
185.0,33476.0,11459.0,33184.0,78305.0,7675.0,562.0,19215.0,50853.0,78305.0,Mar 2014,LT,49725.0,2469.0,1208.0,792.0,7268.0,24.0,5493.0,39.51,24.0,Mar 2015,927.73095703125,950.7280883789062,Mar 2015,29.691891891891892,23.480915136199698,180.95135135135135,2.586956899314892,948.24,1.0221066709193138,1.0247885781684458
90.0,6889.0,144.0,1675.0,8799.0,2179.0,267.0,1164.0,5189.0,8799.0,Mar 2014,LUPIN,6016.0,405.0,21.0,168.0,3139.0,26.0,2324.0,51.84,12.0,Mar 2015,1239.7149658203125,1795.64892578125,Mar 2015,25.822222222222223,23.914254741904173,76.54444444444445,0.9679644378625103,622.08,0.5017927645879254,1.4484369192018902
295.0,16496.0,4045.0,10452.0,31289.0,5877.0,1228.0,11380.0,12803.0,31289.0,Mar 2014,M&M,35787.0,770.0,259.0,863.0,4369.0,14.0,3758.0,30.51,22.0,Mar 2015,657.8418579101562,583.8727416992188,Mar 2015,12.738983050847457,21.56151615569178,55.91864406779661,3.344268798870597,671.22,1.0203364105354191,0.8875579057162402
151.0,20827.0,1824.0,7798.0,30600.0,10790.0,2621.0,10118.0,7070.0,30600.0,Mar 2014,MARUTI,38590.0,717.0,176.0,2084.0,3658.0,24.0,2783.0,92.13,13.0,Mar 2015,2716.787353515625,3946.3193359375,Mar 2015,18.43046357615894,29.48862860648676,137.9271523178808,0.4785063499054319,1197.69,0.44084790016787445,1.4525683546159085
8245.0,77570.0,67170.0,26641.0,179627.0,72111.0,44889.0,9758.0,52869.0,179627.0,Mar 2014,NTPC,53611.0,2665.0,2466.0,4142.0,13905.0,21.0,10975.0,11.09,43.0,Mar 2015,83.80369567871094,73.32772064208984,Mar 2015,1.331109763493026,7.556690322697109,9.40812613705276,51.31038631620097,476.87,5.6903218424666875,0.8749938776353707
4278.0,132447.0,-0.0,63105.0,199830.0,30279.0,25558.0,17204.0,126788.0,199830.0,Mar 2014,ONGC,47458.0,6963.0,0.0,10607.0,32432.0,32.0,22095.0,17.22,37.0,Mar 2015,209.8399353027344,119.62648010253906,Mar 2015,5.164796633941094,12.185826672632661,30.960028050490884,17.63248732736235,637.14,3.036314317771797,0.5700844309256715
362.0,35533.0,499431.0,15093.0,550420.0,3420.0,0.0,143786.0,403215.0,550420.0,Mar 2014,PNB,15680.0,4577.0,27077.0,352.0,4691.0,29.0,3343.0,18.46,11.0,Mar 2015,190.52218627929688,143.25,Mar 2015,9.234806629834255,10.320811824447285,98.15745856353591,5.773605801412807,203.06,1.0658076309408042,0.7518809373203497
5232.0,29228.0,83170.0,21960.0,139589.0,73154.0,49477.0,999.0,15960.0,139589.0,Mar 2014,POWERGRID,2456.0,768.0,3168.0,3996.0,6264.0,28.0,4497.0,6.45,30.0,Mar 2015,74.20384979248047,76.84175872802734,Mar 2015,0.8595183486238532,11.504472836043483,5.586391437308868,40.4291692195195,193.5,2.607681414659008,1.0355494889136356
212.0,885.0,6183.0,5826.0,13105.0,2012.0,184.0,4081.0,6828.0,13105.0,Mar 2014,RANBAXY,7185.0,299.0,547.0,280.0,-848.0,-4.0,-879.0,-20.74,0.0,Mar 2015,640.7,0.1,,-4.14622641509434,-30.89199614271939,4.1745283018867925,0.0,-0.0,-0.0,0.00015607928827844546
3232.0,193842.0,89968.0,80541.0,367583.0,109406.0,41716.0,86062.0,130399.0,367583.0,Mar 2014,RELIANCE,358244.0,8879.0,3206.0,8789.0,27818.0,21.0,21984.0,31.88,14.0,Mar 2015,478.8363342285156,416.71429443359375,Mar 2015,6.801980198019802,15.019960295750177,59.975866336633665,2.923754736063693,446.32,0.9320930098571053,0.8702645656683285
263.0,21030.0,14842.0,12992.0,49126.0,5981.0,528.0,17552.0,25065.0,49126.0,Mar 2014,RELINFRA,9559.0,1220.0,996.0,342.0,1797.0,12.0,1588.0,60.38,12.0,Mar 2015,673.3389892578125,316.6982116699219,Mar 2015,6.038022813688213,11.15168912318338,79.96197718631178,1.782163247850387,724.5600000000001,1.0760701690520638,0.4703399279150644
747.0,117536.0,1577539.0,96413.0,1792235.0,7716.0,286.0,398800.0,1385433.0,1792235.0,Mar 2014,SBIN,50327.0,18553.0,87069.0,1334.0,16174.0,33.0,10891.0,14.59,21.0,Mar 2015,239.70578002929688,241.29249572753903,Mar 2015,14.579651941097724,16.42945716444804,157.34404283801874,8.760739936030486,306.39,1.2781919566668478,1.0066194302784364
207.0,7201.0,2409.0,4548.0,14364.0,1267.0,480.0,7016.0,5601.0,14364.0,Mar 2014,SUNPHARMA,2810.0,-2700.0,18.0,102.0,-2801.0,-1.0,-2829.0,-13.66,-11.0,Mar 2015,800.5975952148438,843.9849243164062,Mar 2015,-13.666666666666666,-58.608901553063234,34.78743961352657,-1.3739736499018715,150.26,0.18768480057659565,1.0541936790228796
644.0,18533.0,15053.0,15505.0,49734.0,15241.0,6355.0,18458.0,9680.0,49734.0,Mar 2014,TATAMOTORS,35184.0,3293.0,1353.0,2070.0,-1026.0,133.0,335.0,1.16,192.0,Mar 2015,514.2734375,339.9123229980469,Mar 2015,0.5201863354037267,443.3391702586207,28.777950310559007,37.33422455831194,222.71999999999997,0.4330770048764184,0.6609564060909657
237.0,12890.0,11080.0,6331.0,30539.0,8599.0,775.0,12362.0,8803.0,30539.0,Mar 2014,TATAPOWER,6340.0,656.0,868.0,587.0,1491.0,36.0,954.0,3.53,31.0,Mar 2015,74.62395477294922,51.3878288269043,Mar 2015,4.025316455696203,21.139930530580518,54.38818565400844,41.541620374209025,109.42999999999999,1.4664191992095785,0.6886237667684172
971.0,60177.0,27917.0,21975.0,111040.0,24266.0,18509.0,54662.0,13603.0,111040.0,Mar 2014,TATASTEEL,28894.0,646.0,1821.0,1929.0,9714.0,34.0,6412.0,56.92,15.0,Mar 2015,425.4656066894531,191.32066345214844,Mar 2015,6.603501544799176,7.474799836427497,61.97425334706488,3.525549366190834,853.8000000000001,2.0067426992358226,0.44967362918195447
196.0,43856.0,115.0,13210.0,57377.0,5929.0,3048.0,5832.0,42568.0,57377.0,Mar 2014,TCS,43139.0,3115.0,23.0,1081.0,23544.0,22.0,18475.0,47.16,34.0,Mar 2015,1104.9229736328125,1136.9959716796875,Mar 2015,94.26020408163265,23.429240323002812,223.75510204081633,3.0771375753201475,1603.4399999999998,1.4511780805209815,1.0290273610127085
274.0,16823.0,5199.0,7457.0,29754.0,15872.0,2042.0,5392.0,6449.0,29754.0,Mar 2014,ULTRACEMCO,15566.0,329.0,319.0,1052.0,2776.0,23.0,2144.0,78.2,12.0,Mar 2015,2587.452392578125,2892.75390625,Mar 2015,7.824817518248175,33.087626503556585,61.3978102189781,0.46377664897027376,938.4000000000001,0.3626733394947541,1.1179930941135787
493.0,28863.0,4583.0,11660.0,45599.0,3975.0,275.0,11036.0,30313.0,45599.0,Mar 2014,WIPRO,29649.0,1611.0,375.0,737.0,9608.0,23.0,7387.0,11.23,27.0,Mar 2015,201.80227661132807,205.24957275390625,Mar 2015,14.983772819472616,17.969926679548358,58.545638945233264,13.379432805905406,303.21000000000004,1.5025103041031773,1.0170825433709931
296.0,33382.0,38943.0,10868.0,83490.0,22584.0,17327.0,22767.0,20811.0,83490.0,Mar 2014,VEDL,26440.0,1902.0,3565.0,1505.0,-1072.0,200.0,1076.0,3.63,90.0,Mar 2015,161.80113220214844,56.3078727722168,Mar 2015,3.635135135135135,44.57331465623924,112.77702702702703,55.623838211192044,326.7,2.0191453270662714,0.34800666723313034
96.0,4134.0,40.0,3004.0,7274.0,1965.0,140.0,1894.0,3275.0,7274.0,Mar 2015,ASIANPAINT,9095.0,173.0,31.0,223.0,1934.0,31.0,1327.0,13.84,44.0,Mar 2016,785.9368286132812,1108.6114501953125,Mar 2016,13.822916666666666,56.78734310789604,43.0625,5.5984143251861935,608.96,0.7748205426057693,1.4105605054179269
474.0,44202.0,402200.0,15056.0,461932.0,2413.0,101.0,117550.0,341868.0,461932.0,Mar 2015,AXISBANK,11127.0,8365.0,21254.0,406.0,11057.0,33.0,7358.0,31.04,15.0,Mar 2016,470.4400329589844,584.6723022460938,Mar 2016,15.523206751054852,15.155928896874498,93.25316455696202,3.188504155493031,465.59999999999997,0.9897116898650367,1.2428200435422314
289.0,10403.0,112.0,4758.0,15562.0,1917.0,255.0,9153.0,4237.0,15562.0,Mar 2015,BAJAJ-AUTO,17461.0,227.0,6.0,267.0,4085.0,31.0,2814.0,97.24,51.0,Mar 2016,1908.57470703125,2588.5498046875,Mar 2016,9.737024221453288,19.627465107273242,35.996539792387544,2.6721510985194543,4959.24,2.598399728200317,1.3562737655231414
444.0,39392.0,652824.0,22329.0,714989.0,2875.0,0.0,116812.0,595301.0,714989.0,Mar 2015,BANKBARODA,11828.0,4402.0,29776.0,340.0,5421.0,37.0,3398.0,15.37,21.0,Mar 2016,171.26048278808594,162.97047424316406,Mar 2016,7.653153153153153,11.142516772159137,88.72072072072072,12.262023122978668,322.77,1.8846729540018212,0.9515941540630843
1999.0,76274.0,21570.0,26581.0,126424.0,53444.0,9067.0,43117.0,20796.0,126424.0,Mar 2015,BHARTIARTL,36010.0,5138.0,1409.0,7560.0,15655.0,16.0,13200.0,24.01,12.0,Mar 2016,307.5317687988281,296.6102600097656,Mar 2016,6.603301650825412,12.808486830438488,38.15607803901951,3.9020358927047303,288.12,0.9368788178384058,0.9644865672521566
490.0,33595.0,118.0,34402.0,68604.0,4141.0,518.0,418.0,63528.0,68604.0,Mar 2015,BHEL,28619.0,1211.0,92.0,1077.0,2140.0,34.0,1419.0,3.87,20.0,Mar 2016,131.57594299316406,85.17828369140625,Mar 2016,2.8959183673469386,33.99895167782017,68.56122448979592,15.2003470733545,77.4,0.5882534317388193,0.6473697376110132
723.0,21744.0,13098.0,34179.0,69745.0,20315.0,7666.0,12391.0,29373.0,69745.0,Mar 2015,BPCL,229772.0,2200.0,583.0,2516.0,7416.0,31.0,5085.0,23.44,32.0,Mar 2016,189.63504028320312,276.3598022460937,Mar 2016,7.033195020746888,8.090232093993308,30.074688796680498,16.874518523692053,750.08,3.955387141953418,1.457324563189244
