Share Capital,Reserves,Borrowings,Other Liabilities,Total Liabilities,Fixed Assets,CWIP,Investments,Other Assets,Total Assets,year_start,Company,Expenses,Other Income,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Dividend Payout %,year_start,Price_start,Price_end,year_end,POSC,PE,ROSC,PayPrice,DAMT,DIVY,change
1875.0,35176.0,0.0,5353.0,42404.0,3008.0,3036.0,27393.0,8968.0,42404.0,Mar 2015,CAIRN,2613.0,-1208.0,8.0,2383.0,1594.0,17.0,1320.0,7.04,128.0,Mar 2016,145.6,201.55,,0.704,20.68181818181818,18.760533333333335,87.91208791208791,901.12,6.189010989010989,1.384271978021978
161.0,10930.0,1381.0,2721.0,15192.0,3594.0,361.0,4421.0,6816.0,15192.0,Mar 2015,CIPLA,8162.0,140.0,136.0,433.0,1540.0,23.0,1181.0,14.71,14.0,Mar 2016,646.3078002929688,561.46875,Mar 2016,7.3354037267080745,43.936628164035945,67.88819875776397,2.1661505545274027,205.94,0.3186407465709809,0.8687327458302196
6316.0,10418.0,0.0,5417.0,22151.0,89.0,238.0,11772.0,10052.0,22151.0,Mar 2015,COALINDIA,627.0,14143.0,244.0,7.0,13652.0,2.0,13383.0,21.19,98.0,Mar 2016,203.399169921875,209.93975830078125,Mar 2016,2.1189043698543384,9.598828217172015,1.649461684610513,48.18112091491893,2076.6200000000003,10.209579521871323,1.032156416279469
356.0,16873.0,12058.0,6697.0,35985.0,1605.0,2491.0,7476.0,24413.0,35985.0,Mar 2015,DLF,1381.0,1041.0,1403.0,56.0,1218.0,23.0,940.0,5.28,38.0,Mar 2016,99.55308532714844,154.53414916992188,Mar 2016,2.640449438202247,18.85475100892963,47.396067415730336,38.17058996727777,200.64000000000001,2.0154071502722664,1.5522788536597965
85.0,10549.0,3126.0,2696.0,16456.0,3249.0,488.0,3862.0,8856.0,16456.0,Mar 2015,DRREDDY,7608.0,211.0,64.0,490.0,2060.0,18.0,1679.0,98.57,20.0,Mar 2016,4023.703125,2943.204833984375,Mar 2016,19.75294117647059,40.82076823577154,124.10588235294118,0.49705456338804815,1971.3999999999999,0.48994668313159906,0.7314666968588481
1268.0,27851.0,9556.0,14242.0,52917.0,26925.0,4360.0,4322.0,17309.0,52917.0,Mar 2015,GAIL,51899.0,924.0,361.0,974.0,4284.0,29.0,3039.0,6.74,25.0,Mar 2016,66.79742431640625,89.0057373046875,Mar 2016,2.3966876971608833,9.910597079585497,21.964511041009462,37.426592800315056,168.5,2.5225523547412347,1.33247259479774
92.0,11091.0,1115.0,2067.0,14365.0,5188.0,450.0,5350.0,3377.0,14365.0,Mar 2015,GRASIM,5635.0,322.0,39.0,263.0,685.0,23.0,530.0,11.53,31.0,Mar 2016,508.3218688964844,700.7721557617188,Mar 2016,5.760869565217392,44.086892358758405,120.55434782608695,6.098498195109701,357.43,0.7031568418961486,1.3785992668051537
315.0,30655.0,208599.0,14383.0,253952.0,677.0,0.0,14294.0,238980.0,253952.0,Mar 2015,HDFC,842.0,70.0,17975.0,30.0,8624.0,31.0,5990.0,38.04,39.0,Mar 2016,753.238037109375,1298.59521484375,Mar 2016,19.015873015873016,19.801210228953074,97.31746031746032,5.177646119633885,1483.56,1.9695765839087298,1.7240170449002241
501.0,61508.0,496009.0,32484.0,590503.0,3122.0,0.0,151642.0,435740.0,590503.0,Mar 2015,HDFCBANK,15407.0,8996.0,26074.0,656.0,15329.0,33.0,10216.0,20.38,20.0,Mar 2016,483.3816528320313,618.2135620117188,Mar 2016,20.39121756487026,23.71843242551675,122.77045908183632,4.1375174011723885,407.59999999999997,0.8432260463589327,1.278934685232126
40.0,6501.0,0.0,3980.0,10522.0,2913.0,713.0,3154.0,3742.0,10522.0,Mar 2015,HEROMOTOCO,24020.0,315.0,11.0,540.0,3329.0,28.0,2386.0,119.47,50.0,Mar 2016,1964.2113037109373,2906.4072265625,Mar 2016,59.65,16.44104213368157,162.525,2.5455509753729753,5973.5,3.041169750278094,1.4796815500814473
207.0,37049.0,29007.0,9739.0,76001.0,26060.0,10744.0,21251.0,17946.0,76001.0,Mar 2015,HINDALCO,31103.0,299.0,1637.0,837.0,1247.0,26.0,925.0,4.48,22.0,Mar 2016,72.34839630126953,157.158935546875,Mar 2016,4.468599033816425,16.149195602961946,178.98067632850243,30.40841418016885,98.56,1.3622969552715645,2.1722518201017436
216.0,3508.0,0.0,9909.0,13634.0,2458.0,479.0,3278.0,7420.0,13634.0,Mar 2015,HINDUNILVR,25600.0,1285.0,17.0,287.0,6187.0,30.0,4315.0,19.95,75.0,Mar 2016,772.8356323242188,853.4581909179688,Mar 2016,19.97685185185185,38.73862818667763,16.24074074074074,9.70452148724635,1496.25,1.9360520367056466,1.1043204469639767
1160.0,79262.0,533980.0,31727.0,646129.0,4726.0,0.0,158129.0,483275.0,646129.0,Mar 2015,ICICIBANK,14742.0,12176.0,30052.0,659.0,15815.0,29.0,11175.0,17.52,26.0,Mar 2016,233.9367828369141,225.79818725585935,Mar 2016,9.633620689655173,13.35255609799738,68.32931034482759,11.114113686912397,455.52,1.9471927179470518,0.9652102782539825
1593.0,15337.0,66252.0,3339.0,86520.0,359.0,14.0,30487.0,55660.0,86520.0,Mar 2015,IDFC,32.0,1618.0,0.0,-32.0,1718.0,2.0,1685.0,10.58,25.0,Mar 2016,56.3974494934082,52.537254333496094,Mar 2016,1.0577526679221594,5.330571785766371,9.627746390458254,44.32824573551332,264.5,4.689928398817309,0.9315537281457508
574.0,47494.0,0.0,13745.0,61813.0,7347.0,769.0,6857.0,46840.0,61813.0,Mar 2015,INFY,33330.0,3749.0,8.0,913.0,16798.0,28.0,12164.0,26.48,56.0,Mar 2016,461.4768676757813,450.1172790527344,Mar 2016,21.191637630662022,17.42737415694038,82.74216027874564,12.134952783666675,1482.88,3.2133354971149357,0.9753842729316872
802.0,29934.0,53.0,13407.0,44196.0,14178.0,2114.0,8405.0,19498.0,44196.0,Mar 2015,ITC,22970.0,1518.0,78.0,962.0,13998.0,31.0,9608.0,7.99,52.0,Mar 2016,175.25241088867188,215.6197967529297,Mar 2016,11.980049875311721,21.933968822111623,37.32418952618454,29.67148910324133,415.48,2.3707519793489826,1.2303385480380122
91.0,12420.0,28313.0,5346.0,46170.0,27215.0,3563.0,2487.0,12905.0,46170.0,Mar 2015,JINDALSTEL,9643.0,-350.0,2251.0,1786.0,-639.0,51.0,-311.0,-3.4,0.0,Mar 2016,64.69999694824219,87.80000305175781,Mar 2016,-3.4175824175824174,-19.029410867130057,136.4835164835165,0.0,-0.0,-0.0,1.3570325686722189
486.0,17909.0,30886.0,7788.0,57069.0,17746.0,4324.0,10303.0,24696.0,57069.0,Mar 2015,JPASSOCIAT,8746.0,376.0,3563.0,949.0,-1832.0,30.0,-1279.0,-5.26,0.0,Mar 2016,9.100000381469728,11.25,Mar 2016,-2.6316872427983538,-1.7300380953364503,36.849794238683124,0.0,-0.0,-0.0,1.2362636844398711
386.0,13755.0,87010.0,4861.0,106012.0,1207.0,0.0,28659.0,76146.0,106012.0,Mar 2015,KOTAKBANK,3226.0,2028.0,5496.0,193.0,2833.0,34.0,1866.0,12.08,4.0,Mar 2016,612.0234985351562,784.4446411132812,Mar 2016,4.83419689119171,50.66419689860565,35.634715025906736,0.6535696765849309,48.32,0.07895121693145965,1.2817230759779736
186.0,36899.0,12937.0,36883.0,86904.0,7487.0,494.0,23053.0,55869.0,86904.0,Mar 2015,LT,50293.0,2641.0,1579.0,1008.0,6701.0,25.0,5056.0,36.26,30.0,Mar 2016,925.6756591796876,887.5851440429688,Mar 2016,27.182795698924732,25.52883781521477,198.38172043010752,3.240875970162736,1087.8,1.175141626781008,0.9588511216007626
90.0,8938.0,45.0,1935.0,11008.0,2036.0,490.0,3444.0,5038.0,11008.0,Mar 2015,LUPIN,6375.0,177.0,5.0,337.0,3212.0,25.0,2397.0,53.34,14.0,Mar 2016,1795.3114013671875,1462.2841796875,Mar 2016,26.633333333333333,33.65788154044221,99.31111111111112,0.7798090063561424,746.76,0.41595012399036635,0.8145016951231544
296.0,18959.0,3728.0,9961.0,32945.0,5929.0,2179.0,13138.0,11698.0,32945.0,Mar 2015,M&M,34271.0,1185.0,214.0,975.0,4169.0,20.0,3321.0,26.74,21.0,Mar 2016,557.0201416015625,685.1031494140625,Mar 2016,11.219594594594595,20.830970142167633,64.05067567567568,3.7700611578640792,561.54,1.0081143536128547,1.2299432251125275
151.0,23553.0,516.0,9330.0,33549.0,12259.0,1883.0,12814.0,6593.0,33549.0,Mar 2015,MARUTI,43209.0,783.0,206.0,2470.0,4868.0,24.0,3711.0,122.85,20.0,Mar 2016,3810.829833984375,4754.9404296875,Mar 2016,24.576158940397352,31.020185868818682,155.98013245033113,0.5248200751879073,2457.0,0.6447414623683442,1.247744096911307
8245.0,73412.0,85995.0,29568.0,197220.0,78849.0,56493.0,9032.0,52846.0,197220.0,Mar 2015,NTPC,56711.0,2377.0,2842.0,4912.0,10547.0,2.0,10291.0,10.4,20.0,Mar 2016,72.51363372802734,100.30133056640624,Mar 2016,1.2481503941782899,6.972464781541091,8.903820497271074,27.581020246499897,208.0,2.868426105635989,1.3832065145514647
4278.0,140323.0,1393.0,62586.0,208580.0,31491.0,28579.0,18124.0,130386.0,208580.0,Mar 2015,ONGC,50124.0,5367.0,3.0,11268.0,26555.0,33.0,17733.0,13.82,46.0,Mar 2016,114.93763732910156,121.5585708618164,Mar 2016,4.145161290322581,8.316761022366249,32.80107526881721,40.02170313305462,635.72,5.530999372988149,1.0576045731108696
371.0,38709.0,547049.0,17205.0,603334.0,3551.0,0.0,149877.0,449905.0,603334.0,Mar 2015,PNB,18119.0,5891.0,29760.0,370.0,3957.0,23.0,3062.0,16.51,20.0,Mar 2016,134.8000030517578,127.0500030517578,Mar 2016,8.253369272237197,8.164748822032575,104.33692722371967,14.83679491633305,330.20000000000005,2.449554840686587,0.9425074196992094
5232.0,32935.0,95045.0,25110.0,158321.0,89686.0,52924.0,926.0,14784.0,158321.0,Mar 2015,POWERGRID,2571.0,748.0,3979.0,5085.0,6289.0,21.0,4979.0,7.14,21.0,Mar 2016,73.40193176269531,105.91399383544922,Mar 2016,0.9516437308868502,10.28038259981727,6.294915902140673,28.609601267568713,149.94,2.042725530504406,1.4429319677561585
3236.0,212923.0,97620.0,84006.0,397785.0,114563.0,75753.0,112573.0,94896.0,397785.0,Mar 2015,RELIANCE,296377.0,8687.0,2367.0,8488.0,29468.0,23.0,22719.0,32.91,14.0,Mar 2016,401.1663208007813,514.670166015625,Mar 2016,7.020704573547589,12.189800085104265,65.79820766378245,3.4898243631355044,460.73999999999995,1.1485011979078943,1.282934631671659
263.0,20924.0,16814.0,11569.0,49571.0,6718.0,984.0,18107.0,23762.0,49571.0,Mar 2015,RELINFRA,8690.0,1618.0,1518.0,487.0,1518.0,-1.0,1533.0,58.31,14.0,Mar 2016,308.5444641113281,566.0175170898438,Mar 2016,5.828897338403042,5.291450250580143,79.55893536121673,4.537433539870143,816.34,2.6457774970982806,1.8344763329981995
747.0,127692.0,1781944.0,137332.0,2047714.0,9042.0,287.0,481759.0,1556626.0,2047714.0,Mar 2015,SBIN,57161.0,22576.0,97382.0,1116.0,19314.0,32.0,13102.0,17.55,20.0,Mar 2016,231.7454833984375,247.70230102539065,Mar 2016,17.539491298527444,13.204870848913817,170.93975903614458,8.630157406612415,351.0,1.5145926248604789,1.0688549239146066
207.0,22531.0,6811.0,7897.0,37446.0,3185.0,1091.0,25876.0,7294.0,37446.0,Mar 2015,SUNPHARMA,8581.0,205.0,551.0,661.0,-1559.0,5.0,-1474.0,-7.12,-42.0,Mar 2016,858.7423706054688,740.19140625,Mar 2016,-7.120772946859903,-120.60988351200403,108.84541062801932,-4.890873146318294,299.04,0.3482301680178626,0.8619481599913573
644.0,14219.0,21134.0,13946.0,49943.0,15783.0,6041.0,16987.0,11132.0,49943.0,Mar 2015,TATAMOTORS,37539.0,1478.0,1612.0,2603.0,-3975.0,-19.0,-4739.0,-16.41,0.0,Mar 2016,329.7664489746094,529.0,Mar 2016,-7.358695652173913,-20.095456975905506,22.07919254658385,0.0,-0.0,-0.0,1.604165619773923
270.0,15458.0,11037.0,6796.0,33561.0,9601.0,549.0,13251.0,10161.0,33561.0,Mar 2015,TATAPOWER,6521.0,1452.0,1047.0,575.0,1516.0,33.0,1010.0,3.74,35.0,Mar 2016,50.798614501953125,64.89764404296875,Mar 2016,3.740740740740741,13.58251724651153,57.25185185185185,68.89951693201063,130.9,2.5768419332571977,1.2775475213103211
971.0,65692.0,28198.0,21001.0,115864.0,25249.0,23037.0,53164.0,14414.0,115864.0,Mar 2015,TATASTEEL,31776.0,2474.0,1976.0,1998.0,8509.0,24.0,6439.0,57.16,12.0,Mar 2016,180.749755859375,322.7769775390625,Mar 2016,6.631307929969104,3.162172075916288,67.653964984552,6.639013116751379,685.92,3.794859897535088,1.7857671563893343
196.0,45221.0,273.0,17105.0,62794.0,7996.0,2707.0,3399.0,48692.0,62794.0,Mar 2015,TCS,52550.0,4995.0,80.0,1394.0,24550.0,22.0,19257.0,49.16,80.0,Mar 2016,1122.2022705078125,1150.0584716796875,Mar 2016,98.25,22.827548220256563,230.71938775510205,7.128839613183001,3932.7999999999997,3.504537553840763,1.0248227987983571
274.0,18583.0,7414.0,8943.0,35215.0,20947.0,2074.0,5209.0,6985.0,35215.0,Mar 2015,ULTRACEMCO,17716.0,372.0,547.0,1133.0,2886.0,30.0,2015.0,73.42,12.0,Mar 2016,2782.16796875,3831.1650390625,Mar 2016,7.354014598540146,37.8938704542359,67.82116788321167,0.4313183148820263,881.04,0.3166739067863837,1.377043040569475
494.0,34128.0,6103.0,12628.0,53352.0,4038.0,361.0,10768.0,38184.0,53352.0,Mar 2015,WIPRO,32010.0,2499.0,363.0,778.0,10557.0,22.0,8193.0,12.44,36.0,Mar 2016,205.44985961914065,180.20172119140625,Mar 2016,16.58502024291498,16.51526202726211,69.08502024291498,17.522523532864014,447.84,2.179801927488283,0.8771080278441711
296.0,33761.0,37644.0,6833.0,78534.0,22126.0,17422.0,26465.0,12522.0,78534.0,Mar 2015,VEDL,27873.0,2005.0,3656.0,1012.0,1967.0,2.0,1927.0,6.5,63.0,Mar 2016,55.25812530517578,105.6283950805664,Mar 2016,6.510135135135135,8.50125004695012,114.05743243243244,114.01038245881112,409.5,7.4106748598227234,1.9115450351818697
96.0,5830.0,36.0,2764.0,8725.0,2629.0,93.0,2797.0,3207.0,8725.0,Mar 2016,ASIANPAINT,9415.0,249.0,27.0,235.0,2403.0,32.0,1623.0,16.92,44.0,Mar 2017,1119.0089111328125,1120.2459716796875,Mar 2017,16.90625,66.13527843574542,60.729166666666664,3.9320509034603877,744.48,0.6653030128654976,1.0011054966002215
477.0,52688.0,466548.0,20108.0,539821.0,3316.0,207.0,131524.0,404774.0,539821.0,Mar 2016,AXISBANK,13367.0,9371.0,24155.0,444.0,12394.0,34.0,8224.0,34.51,14.0,Mar 2017,590.112060546875,503.2749633789063,Mar 2017,17.241090146750523,17.09974096050058,110.45702306079664,2.372430752732925,483.14,0.8187258527681324,0.8528464287147528
289.0,12977.0,118.0,3102.0,16486.0,2026.0,52.0,10321.0,4088.0,16486.0,Mar 2016,BAJAJ-AUTO,17780.0,1062.0,1.0,307.0,5547.0,29.0,3930.0,135.8,40.0,Mar 2017,2606.015869140625,2438.518798828125,Mar 2017,13.598615916955017,19.19010212916513,44.90311418685121,1.5349100699525147,5432.0,2.084407874995515,0.9357267650224499
462.0,39737.0,607510.0,23668.0,671376.0,6254.0,0.0,120451.0,544672.0,671376.0,Mar 2016,BANKBARODA,23935.0,4999.0,31321.0,501.0,-6698.0,19.0,-5396.0,-23.42,0.0,Mar 2017,160.09130859375,139.4499969482422,Mar 2017,-11.67965367965368,-6.835666464293339,86.0108225108225,0.0,-0.0,-0.0,0.8710653824569109
1999.0,109730.0,45571.0,27728.0,185028.0,91926.0,3830.0,69983.0,19289.0,185028.0,Mar 2016,BHARTIARTL,37887.0,962.0,3545.0,9575.0,10254.0,24.0,7780.0,14.15,7.0,Mar 2017,277.8403015136719,384.3939514160156,Mar 2017,3.8919459729864934,19.63535699743264,54.892446223111556,2.519432912311156,99.05,0.3564997570920286,1.3835068178440646
490.0,31692.0,202.0,33036.0,65419.0,3962.0,318.0,664.0,60475.0,65419.0,Mar 2016,BHEL,26834.0,1498.0,359.0,936.0,-1164.0,39.0,-710.0,-1.93,-14.0,Mar 2017,82.08750915527344,78.5213623046875,Mar 2017,-1.4489795918367347,-42.53238816335411,64.67755102040816,-17.054969926689044,27.02,0.3291609195850985,0.9565567662207857
656.0,26667.0,15857.0,32177.0,75357.0,23207.0,12664.0,12811.0,26674.0,75357.0,Mar 2016,BPCL,177259.0,1655.0,565.0,1845.0,10391.0,32.0,7056.0,32.53,29.0,Mar 2017,266.6139221191406,372.4346923828125,Mar 2017,10.75609756097561,8.195939813069186,40.65091463414634,10.877151414111411,943.37,3.5383373550104418,1.3969063934192611
1875.0,35384.0,0.0,4738.0,41997.0,2468.0,2129.0,27178.0,10223.0,41997.0,Mar 2016,CAIRN,2867.0,719.0,18.0,1590.0,893.0,4.0,854.0,4.55,66.0,Mar 2017,201.55,0.1,,0.4554666666666667,44.2967032967033,18.871466666666667,32.74621681964773,300.3,1.4899528652939718,0.0004961548002976929
161.0,11825.0,1132.0,2121.0,15239.0,3826.0,551.0,4256.0,6606.0,15239.0,Mar 2016,CIPLA,10064.0,280.0,147.0,443.0,1744.0,16.0,1462.0,18.2,11.0,Mar 2017,564.4412841796875,555.8442993164062,Mar 2017,9.080745341614907,31.013257372510303,73.4472049689441,1.9488298089298153,200.2,0.3546870252252264,0.9847690360286537
6316.0,9729.0,0.0,5334.0,21380.0,333.0,13.0,11729.0,9305.0,21380.0,Mar 2016,COALINDIA,672.0,17129.0,-124.0,16.0,16768.0,1.0,16593.0,26.27,104.0,Mar 2017,212.04139709472656,161.2499237060547,Mar 2017,2.6271374287523748,8.071617704405275,1.5403736542115263,49.04702639435045,2732.08,12.884653833795864,0.7604643523171021
357.0,13761.0,9381.0,6086.0,29585.0,603.0,28.0,7391.0,21563.0,29585.0,Mar 2016,DLF,2112.0,1700.0,1385.0,75.0,1750.0,14.0,1497.0,8.39,24.0,Mar 2017,141.76351928710938,174.45252990722656,Mar 2017,4.19327731092437,16.896724587259758,38.54621848739496,16.929602284628334,201.36,1.4203936316803174,1.2305883120319066
85.0,11993.0,3085.0,2422.0,17585.0,4438.0,616.0,5076.0,7455.0,17585.0,Mar 2016,DRREDDY,8219.0,317.0,64.0,650.0,1677.0,18.0,1374.0,80.55,25.0,Mar 2017,2949.775146484375,1956.04052734375,Mar 2017,16.16470588235294,36.62042391662787,141.09411764705882,0.847522226560072,2013.75,0.682679153494138,0.6631151291904449
1268.0,33826.0,8060.0,12643.0,55797.0,27581.0,3420.0,8585.0,16211.0,55797.0,Mar 2016,GAIL,47420.0,870.0,800.0,1310.0,3062.0,27.0,2226.0,4.94,31.0,Mar 2017,90.16808319091795,119.9197998046875,Mar 2017,1.7555205047318612,18.25264841921416,26.676656151419557,34.38023622434333,153.14000000000001,1.6983836694825605,1.3299584016971344
93.0,13778.0,1839.0,2085.0,17796.0,6963.0,318.0,7100.0,3416.0,17796.0,Mar 2016,GRASIM,7473.0,326.0,147.0,445.0,1230.0,21.0,971.0,20.81,22.0,Mar 2017,688.8836669921875,1140.1026611328125,Mar 2017,10.440860215053764,33.10349192658278,148.1505376344086,3.1935725949283533,457.82,0.6645824570045904,1.6550002790902898
282.0,21214.0,42.0,5050.0,26588.0,2816.0,582.0,3974.0,19215.0,26588.0,Mar 2016,HCLTECH,8299.0,968.0,46.0,277.0,5782.0,18.0,4719.0,16.73,48.0,Mar 2017,356.924072265625,396.20654296875,Mar 2017,16.73404255319149,21.334373715817392,75.22695035460993,13.448238359299598,803.04,2.2498902775108225,1.1100583394495476
316.0,33754.0,237763.0,17044.0,288877.0,665.0,0.0,15345.0,272867.0,288877.0,Mar 2016,HDFC,1420.0,51.0,19375.0,54.0,10108.0,30.0,7093.0,44.9,38.0,Mar 2017,1329.052001953125,1659.52880859375,Mar 2017,22.446202531645568,29.60026730407851,106.81645569620254,2.859180825442242,1706.2,1.2837721906235666,1.2486560391579626
506.0,72172.0,631393.0,36725.0,740796.0,3343.0,0.0,195836.0,541617.0,740796.0,Mar 2016,HDFCBANK,18999.0,10752.0,32630.0,706.0,18638.0,34.0,12296.0,24.32,20.0,Mar 2017,625.5474853515625,867.5415649414062,Mar 2017,24.300395256916996,25.721524891100433,142.6324110671937,3.1971993283227484,486.4,0.7775588766480924,1.3868516543613651
40.0,8794.0,0.0,3738.0,12573.0,3584.0,605.0,4581.0,3802.0,12573.0,Mar 2016,HEROMOTOCO,23962.0,396.0,5.0,438.0,4435.0,29.0,3160.0,158.25,46.0,Mar 2017,2964.994873046875,3446.228759765625,Mar 2017,79.0,18.736144537421012,219.85,1.5514360722226033,7279.5,2.45514758429227,1.1623051328329033
205.0,41955.0,28676.0,9604.0,80442.0,32243.0,3079.0,27321.0,17799.0,80442.0,Mar 2016,HINDALCO,30916.0,968.0,2390.0,1282.0,651.0,15.0,552.0,2.67,37.0,Mar 2017,152.08929443359375,229.6911773681641,Mar 2017,2.6926829268292685,56.96228255939841,204.65853658536585,24.327813563600422,98.78999999999999,0.6495526221481311,1.5102389568152899
216.0,6063.0,0.0,7641.0,13920.0,2914.0,386.0,2780.0,7840.0,13920.0,Mar 2016,HINDUNILVR,25312.0,533.0,15.0,321.0,5946.0,30.0,4137.0,19.12,84.0,Mar 2017,854.3811645507812,1130.841552734375,Mar 2017,19.15277777777778,44.68520735098228,28.069444444444443,9.831677415801382,1606.0800000000002,1.8798167219012243,1.3235796851033717
1163.0,88566.0,596233.0,34733.0,720695.0,7577.0,0.0,160412.0,552706.0,720695.0,Mar 2016,ICICIBANK,23653.0,15323.0,31515.0,699.0,12196.0,20.0,9726.0,15.21,30.0,Mar 2017,229.93966674804688,293.3624267578125,Mar 2017,8.362854686156492,15.117663823014258,76.1530524505589,13.046900704119082,456.3,1.9844335970965126,1.2758234840761955
1594.0,7995.0,0.0,31.0,9620.0,66.0,0.0,9229.0,325.0,9620.0,Mar 2016,IDFC,1361.0,0.0,0.0,5.0,-1140.0,-2.0,-1162.0,-7.29,0.0,Mar 2017,54.78244400024414,49.24201965332031,Mar 2017,-0.7289836888331243,-7.514738545986851,5.015683814303639,0.0,-0.0,-0.0,0.8988649658109605
1148.0,59934.0,0.0,11650.0,72732.0,8248.0,934.0,11078.0,52472.0,72732.0,Mar 2016,INFY,38274.0,3006.0,0.0,1115.0,17600.0,28.0,12693.0,27.63,44.0,Mar 2017,448.88421630859375,411.4152221679688,Mar 2017,11.056620209059233,16.246261900419608,52.207317073170735,9.80208222998676,1215.72,2.708315320145342,0.9165285996269777
805.0,40852.0,42.0,8333.0,50031.0,14011.0,2419.0,13325.0,20277.0,50031.0,Mar 2016,ITC,22843.0,1767.0,72.0,1001.0,14434.0,35.0,9328.0,7.73,73.0,Mar 2017,218.720458984375,239.88841247558597,Mar 2017,11.587577639751553,28.295014098884216,50.74782608695652,33.37593581276043,564.2900000000001,2.5799598383263813,1.0967808571246789
91.0,22974.0,25742.0,11789.0,60597.0,43023.0,5686.0,1477.0,10411.0,60597.0,Mar 2016,JINDALSTEL,11329.0,23.0,2646.0,2148.0,-2330.0,39.0,-1419.0,-15.5,0.0,Mar 2017,84.30000305175781,137.14999389648438,Mar 2017,-15.593406593406593,-5.438709874306956,252.46153846153845,0.0,-0.0,-0.0,1.6269275080841714
486.0,11438.0,27765.0,9925.0,49614.0,6683.0,1652.0,7799.0,33480.0,49614.0,Mar 2016,JPASSOCIAT,7786.0,-188.0,3757.0,914.0,-3989.0,29.0,-2821.0,-11.6,0.0,Mar 2017,11.199999809265137,23.899999618530277,Mar 2017,-5.804526748971194,-0.9655172249366497,23.53497942386831,0.0,-0.0,-0.0,2.133928573709362
917.0,23042.0,159618.0,8682.0,192260.0,1552.0,0.0,51260.0,139448.0,192260.0,Mar 2016,KOTAKBANK,6102.0,2612.0,9484.0,287.0,3124.0,33.0,2090.0,11.39,4.0,Mar 2017,808.94140625,969.8497314453124,Mar 2017,2.2791712104689203,71.02207254170324,25.127589967284624,0.4944733906677805,45.56,0.0563205191970602,1.1989122128649998
186.0,41949.0,13924.0,43561.0,99621.0,7268.0,412.0,24438.0,67502.0,99621.0,Mar 2016,LT,57004.0,2766.0,1686.0,997.0,6256.0,20.0,5000.0,35.78,34.0,Mar 2017,906.5020141601562,1053.533203125,Mar 2017,26.881720430107528,25.33543918837776,225.53225806451613,3.750681131304475,1216.52,1.3419937087807412,1.1621962076952066
90.0,11823.0,392.0,1931.0,14236.0,2345.0,624.0,3741.0,7526.0,14236.0,Mar 2016,LUPIN,7357.0,187.0,24.0,306.0,3844.0,26.0,2831.0,62.83,12.0,Mar 2017,1455.548095703125,963.9293823242188,Mar 2017,31.455555555555556,23.166450671703405,131.36666666666667,0.8244317062022752,753.96,0.5179904410068896,0.6622449544400508
296.0,22127.0,2917.0,10159.0,35500.0,7596.0,1562.0,13547.0,12794.0,35500.0,Mar 2016,M&M,36255.0,919.0,186.0,1068.0,4284.0,25.0,3205.0,25.8,22.0,Mar 2017,693.4761352539062,654.1384887695312,Mar 2017,10.827702702702704,26.878919971081636,74.75337837837837,3.172423517060903,567.6,0.8184852674017131,0.9432746932668821
151.0,29733.0,231.0,11825.0,41940.0,12510.0,1007.0,19932.0,8491.0,41940.0,Mar 2016,MARUTI,48518.0,1326.0,82.0,2820.0,7444.0,28.0,5364.0,177.58,20.0,Mar 2017,4781.48974609375,7211.8408203125,Mar 2017,35.52317880794702,26.925834813006812,196.90728476821192,0.41827967980772207,3551.6000000000004,0.7427810554025529,1.508283234572286
8245.0,83048.0,93127.0,30810.0,215231.0,91773.0,66423.0,8393.0,48642.0,215231.0,Mar 2016,NTPC,52848.0,1118.0,3346.0,5172.0,10596.0,-2.0,10770.0,10.88,26.0,Mar 2017,98.44102478027344,106.9220199584961,Mar 2017,1.3062462098241359,9.047888307010426,10.072528805336567,26.411752679366796,282.88,2.8735986915151073,1.0861530565854305
4278.0,161497.0,-0.0,56654.0,222428.0,8600.0,33896.0,39831.0,140101.0,222428.0,Mar 2016,ONGC,45269.0,3783.0,1324.0,11100.0,23599.0,32.0,16140.0,12.58,45.0,Mar 2017,120.61547088623048,124.53167724609376,Mar 2017,3.772791023842917,9.587875269175713,37.750584385226745,37.30864678416409,566.1,4.693427765447843,1.032468524403119
393.0,37917.0,612806.0,16274.0,667390.0,5223.0,0.0,157846.0,504322.0,667390.0,Mar 2016,PNB,26654.0,6000.0,32113.0,396.0,-5738.0,31.0,-3974.0,-20.24,0.0,Mar 2017,125.75,142.5,Mar 2017,-10.111959287531807,-6.212944664031621,96.48091603053435,0.0,-0.0,-0.0,1.1332007952286283
5232.0,38580.0,108255.0,26363.0,178429.0,114942.0,43795.0,841.0,18851.0,178429.0,Mar 2016,POWERGRID,2460.0,650.0,5135.0,6180.0,7541.0,21.0,5948.0,8.53,20.0,Mar 2017,106.49182891845705,126.23072814941406,Mar 2017,1.1368501529051989,12.484387915411144,7.373853211009174,18.780783655536997,170.6,1.6020008458173056,1.1853559980275246
3240.0,250750.0,107104.0,120580.0,481674.0,147543.0,110905.0,157250.0,65976.0,481674.0,Mar 2016,RELIANCE,192359.0,7784.0,2562.0,8590.0,36016.0,24.0,27384.0,39.61,12.0,Mar 2017,496.716552734375,760.4073486328125,Mar 2017,8.451851851851853,12.540180579004671,77.39197530864197,2.4158647288762976,475.32,0.9569240191079015,1.5308677442836283
